FIPS,County,State,name,name_short,designation
10003,New Castle,DE,Abramson Cancer Center at University of Pennsylvania,penn,Comprehensive
34001,Atlantic,NJ,Abramson Cancer Center at University of Pennsylvania,penn,Comprehensive
42017,Bucks,PA,Abramson Cancer Center at University of Pennsylvania,penn,Comprehensive
42029,Chester,PA,Abramson Cancer Center at University of Pennsylvania,penn,Comprehensive
42045,Delaware,PA,Abramson Cancer Center at University of Pennsylvania,penn,Comprehensive
42071,Lancaster,PA,Abramson Cancer Center at University of Pennsylvania,penn,Comprehensive
42091,Montgomery,PA,Abramson Cancer Center at University of Pennsylvania,penn,Comprehensive
42101,Philadelphia,PA,Abramson Cancer Center at University of Pennsylvania,penn,Comprehensive
34005,Burlington,NJ,Abramson Cancer Center at University of Pennsylvania,penn,Comprehensive
34007,Camden,NJ,Abramson Cancer Center at University of Pennsylvania,penn,Comprehensive
34015,Gloucester,NJ,Abramson Cancer Center at University of Pennsylvania,penn,Comprehensive
34021,Mercer,NJ,Abramson Cancer Center at University of Pennsylvania,penn,Comprehensive
34023,Middlesex,NJ,Abramson Cancer Center at University of Pennsylvania,penn,Comprehensive
