FIPS,County,State,name,name_short,designation
55003,Ashland,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55009,Brown,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55015,Calumet,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55029,Door,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55037,Florence,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55039,Fond du Lac,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55041,Forest,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55051,Iron,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55059,Kenosha,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55061,Kewaunee,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55067,Langlade,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55071,Manitowoc,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55075,Marinette,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55078,Menominee,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55079,Milwaukee,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55083,Oconto,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55085,Oneida,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55087,Outagamie,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55089,Ozaukee,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55101,Racine,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55113,Sawyer,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55115,Shawano,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55117,Sheboygan,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55125,Vilas,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55127,Walworth,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55131,Washington,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55133,Waukesha,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55135,Waupaca,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
55139,Winnebago,WI,Medical College of Wisconsin Cancer Center,mcw,Not designated
